"Numero_expedient","Es_classificacio_ML","Es_mon_treball","Descripcio_Motiu_desplacament_conductor","Descripcio_sexe","Edat","Edat_CODIF","Descripció_tipus_persona","Desc_Tipus_vehicle_implicat","Tipus_vehicle_estandaritzat","Descripcio_victimitzacio","Victimitzacio_est","Victimitzacio_est_","NK_Any","Mes_any","Nom_mes","Estacio_any","Dia_mes","Descripcio_dia_setmana","Hora_dia","Descripcio_torn","Es_laborable","Es_ocupacional","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal.","Numero_victimes","Victimes_CODIF","Numero_morts","Morts_CODIF","Numero_lesionats_greus","Greus_CODIF","Numero_lesionats_lleus","Lleus_CODIF","Numero_vehicles_implicats","Vehicles_CODIF","Vehicles d'Ús Professional implicats","VUP_CODIF","Vehicles motoritzats de 2 rodes implicats","VM2R_CODIF","Vehicles motoritzats de quatre rodes implicats","VM4R_CODIF","Vehicles sense permís de conducció implicats","V_no_permis_CODIF","Descripcio_causa_mediata","Antiguitat_carnet_min","Interve_conductor_novell","Descripcio_Lloc_atropellament_vianant","Es_atropellament","Longitud_WGS84","Latitud_WGS84"
"2023S001338    ","No","Si","In itínere","Home",23,"Conductors fins 29 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,2,"Febrer","Hivern",15,"Dimecres",8,"Matí","Si","Si",3,"Sants-Montjuic",12,"la Marina del Prat Vermell",370531,"Número 6 Zona Franca                              ","0090 0090",1,"No",0,"No",0,"No",1,"Si",1,"No",0,"No",0,"No",1,"Si",0,"No","Manca atencio a la conduccio",2,"Si","Desconegut                                                                                                                                            ","No",2.117584159,41.325221571
"2023S001339    ","Si","Si","Es desconeix","Home",53,"Conductors majors de 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",7,"Dimarts",11,"Matí","Si","Si",3,"Sants-Montjuic",11,"el Poble-sec",700796,"Jocs del 92 / Segura                              ","0011 0011",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Desobeir altres senyals",14,"No","Desconegut                                                                                                                                            ","No",2.146042877,41.363087235
"2023S001340    ","Si","Si","Es desconeix","Home",54,"Conductors majors de 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",7,"Dimarts",12,"Matí","Si","Si",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",23403,"Aribau / Londres                                  ","0181 0181",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",0,"No",1,"Si","Avancament defectuos/improcedent",33,"No","Desconegut                                                                                                                                            ","No",2.15168314,41.394172206
"2023S001341    ","Si","Si","Es desconeix","Home",45,"Conductors d'entre 38 i 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",7,"Dimarts",10,"Matí","Si","Si",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó / Roger de Flor                             ","0375 0375",1,"No",0,"No",0,"No",1,"Si",3,"Si",0,"No",1,"Si",0,"No",1,"Si","Gir indegut o sense precaucio",19,"No","Desconegut                                                                                                                                            ","No",2.1731827,41.398391964
"2023S001342    ","No","No","Oci i entreteniment","Home",18,"Conductors fins 29 anys edat","Conductor","Bicicleta","Vehicles sense permis de conduccio","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",7,"Dimarts",10,"Matí","Si","Si",9,"Sant Andreu",62,"el Congrés i els Indians",255704,"Pinar del Río / Jordi de Sant Jordi               ","0013 0013",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",0,"No",0,"No","Desobeir altres senyals",44,"No","Desconegut                                                                                                                                            ","No",2.182933111,41.422305384
"2023S001344    ","Si","Si","Es desconeix","Home",25,"Conductors fins 29 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",7,"Dimarts",13,"Matí","Si","Si",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó / Roger de Llúria                           ","0297 0297",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",0,"No",1,"Si",0,"No","Gir indegut o sense precaucio",39,"No","Desconegut                                                                                                                                            ","No",2.167507952,41.394137725
"2023S001345    ","Si","Si","Es desconeix","Home",41,"Conductors d'entre 38 i 49 anys edat","Conductor","Bicicleta","Vehicles sense permis de conduccio","Ferit greu: hospitalització superior a 24h","Ferit greu","Hospitalitzacio superior a 24h",2023,2,"Febrer","Hivern",17,"Divendres",15,"Tarda","Si","Si",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó                                             ","0250 0250",1,"No",0,"No",1,"Si",0,"No",2,"Si",0,"No",2,"Si",0,"No",0,"No","Gir indegut o sense precaucio",9,"No","Desconegut                                                                                                                                            ","No",2.162905446,41.390477664
"2023S001348    ","No","No","Altres activitats","Home",48,"Conductors d'entre 38 i 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",7,"Dimarts",16,"Tarda","Si","Si",6,"Gracia",28,"Vallcarca i els Penitents",701268,"B-20 (Llobregat)                                  ","001000000",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","No respectar distancies",6,"No","Desconegut                                                                                                                                            ","No",2.139802315,41.419499855
"2023S001349    ","Si","No","Es desconeix","Home",46,"Conductors d'entre 38 i 49 anys edat","Conductor","Bicicleta","Vehicles sense permis de conduccio","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",6,"Dilluns",19,"Tarda","Si","No",10,"Sant Marti",67,"la Vila Olímpica del Poblenou",110009,"Marina / Ramon Turró                              ","0022 0022",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Gir indegut o sense precaucio",15,"No","Desconegut                                                                                                                                            ","No",2.191484826,41.391331132
"2023S001350    ","No","No","Oci i entreteniment","Home",32,"Conductors entre 30 i 37 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",7,"Dimarts",19,"Tarda","Si","No",2,"Eixample",7,"la Dreta de l'Eixample",359404,"Cinc d'Oros                                       ","9999 9999",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",1,"Si",0,"No","Desobeir altres senyals",12,"No","Desconegut                                                                                                                                            ","No",2.15952922,41.396524584
"2023S001354    ","No","No","Oci i entreteniment","Dona",28,"Conductors fins 29 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",7,"Dimarts",21,"Tarda","Si","No",10,"Sant Marti",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret / Sant Quintí            ","0286 0286",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Canvi de carril sense precaucio",3,"Si","Desconegut                                                                                                                                            ","No",2.177721255,41.413741982
"2023S001355    ","No","Si","In itínere","Dona",46,"Conductors d'entre 38 i 49 anys edat","Conductor","Turisme","Vehicles motoritzats de quatre rodes","Ferit lleu: Amb assistència sanitària en lloc d'accident","Ferit lleu","Amb assistencia sanitaria en lloc accident",2023,3,"Mars","Hivern",8,"Dimecres",5,"Nit","Si","Si",10,"Sant Marti",67,"la Vila Olímpica del Poblenou",700654,"Voluntaris Olímpics                               ","9993 9993",3,"Si",0,"No",0,"No",3,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Canvi de carril sense precaucio",1,"Si","Desconegut                                                                                                                                            ","No",2.196177347,41.38779457
"2023S001356    ","No","Si","In itínere","Dona",23,"Conductors fins 29 anys edat","Conductor","Bicicleta","Vehicles sense permis de conduccio","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",8,"Dimecres",9,"Matí","Si","Si",2,"Eixample",9,"la Nova Esquerra de l'Eixample",349706,"Comte d'Urgell / Aragó                            ","0113 0113",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",0,"No",0,"No","Desobeir semafor",34,"No","Desconegut                                                                                                                                            ","No",2.155059021,41.38476841
"2023S001357    ","Si","Si","Es desconeix","Dona",43,"Conductors d'entre 38 i 49 anys edat","Conductor","Turisme","Vehicles motoritzats de quatre rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",8,"Dimecres",11,"Matí","Si","Si",2,"Eixample",5,"el Fort Pienc",197302,"Marina / Diputació                                ","0187 0187",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",0,"No",1,"Si",0,"No","No respectar distancies",10,"No","Desconegut                                                                                                                                            ","No",2.179952636,41.400061997
"2023S001362    ","No","No","Oci i entreteniment","Dona",20,"Conductors fins 29 anys edat","Conductor","Ciclomotor","Vehicles motoritzats de 2 rodes","Ferit lleu: Rebutja assistència sanitària","Ferit lleu","Rebutja assistencia sanitaria",2023,3,"Mars","Hivern",8,"Dimecres",13,"Matí","Si","Si",2,"Eixample",7,"la Dreta de l'Eixample",278459,"Corts Catalanes                                   ","9998 9998",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Manca precaucio efectuar marxa enrera",4,"Si","Desconegut                                                                                                                                            ","No",2.16753479,41.389198828
"2023S001364    ","Si","Si","Es desconeix","Home",66,"Conductors majors de 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Amb assistència sanitària en lloc d'accident","Ferit lleu","Amb assistencia sanitaria en lloc accident",2023,3,"Mars","Hivern",8,"Dimecres",13,"Matí","Si","Si",4,"Les Corts",19,"les Corts",187207,"Madrid / Pobla de Lillet                          ","0125B0125B",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Desobeir altres senyals",10,"No","Desconegut                                                                                                                                            ","No",2.129958279,41.379842371
"2023S001365    ","No","Si","En missió","Home",61,"Conductors majors de 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",8,"Dimecres",13,"Matí","Si","Si",10,"Sant Marti",71,"Provençals del Poblenou",253902,"Bac de Roda / Perú                                ","0140 0142",2,"Si",0,"No",0,"No",2,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Manca atencio a la conduccio",1,"Si","Desconegut                                                                                                                                            ","No",2.19945291,41.410953186
"2023S001367    ","No","No","Oci i entreteniment","Dona",66,"Conductors majors de 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",8,"Dimecres",14,"Tarda","Si","Si",2,"Eixample",9,"la Nova Esquerra de l'Eixample",361406,"Mallorca / Viladomat                              ","0209 0209",2,"Si",0,"No",0,"No",2,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Gir indegut o sense precaucio",12,"No","Desconegut                                                                                                                                            ","No",2.150539021,41.384781725
"2023S001367    ","No","No","Oci i entreteniment","Home",37,"Conductors entre 30 i 37 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",8,"Dimecres",14,"Tarda","Si","Si",2,"Eixample",9,"la Nova Esquerra de l'Eixample",361406,"Mallorca / Viladomat                              ","0209 0209",2,"Si",0,"No",0,"No",2,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Gir indegut o sense precaucio",12,"No","Desconegut                                                                                                                                            ","No",2.150539021,41.384781725
"2023S001370    ","No","No","Oci i entreteniment","Home",42,"Conductors d'entre 38 i 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",8,"Dimecres",19,"Tarda","Si","No",9,"Sant Andreu",57,"la Trinitat Vella",314100,"Litoral (Llobregat)                               ","0125 0125",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",0,"No",0,"No",1,"Si","Gir indegut o sense precaucio",12,"No","Desconegut                                                                                                                                            ","No",2.196366967,41.449741345
"2023S001372    ","No","No","Oci i entreteniment","Home",37,"Conductors entre 30 i 37 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",8,"Dimecres",20,"Tarda","Si","No",10,"Sant Marti",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"B-10 (Llobregat)                                  ","000640000",2,"Si",0,"No",0,"No",2,"Si",2,"Si",0,"No",1,"Si",0,"No",1,"Si","Manca atencio a la conduccio",6,"No","Desconegut                                                                                                                                            ","No",2.217907814,41.405819268
"2023S001373    ","No","Si","In itínere","Dona",26,"Conductors fins 29 anys edat","Conductor","Bicicleta","Vehicles sense permis de conduccio","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,4,"Abril","Primavera",1,"Dissabte",19,"Tarda","No","No",2,"Eixample",6,"la Sagrada Família",73900,"Provença / Castillejos                            ","0269C0269C",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",0,"No",0,"No","No cedir la dreta",4,"Si","Desconegut                                                                                                                                            ","No",2.177768274,41.406933556
"2023S001374    ","No","No","Oci i entreteniment","Dona",54,"Conductors majors de 49 anys edat","Conductor","Turisme","Vehicles motoritzats de quatre rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",9,"Dijous",2,"Nit","Si","No",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Rosselló / Sant Joan                              ","0127 0127",6,"Si",0,"No",0,"No",6,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Desobeir semafor",14,"No","Desconegut                                                                                                                                            ","No",2.167502145,41.400963212
"2023S001374    ","No","Si","Taxi","Home",41,"Conductors d'entre 38 i 49 anys edat","Conductor","Turisme","Vehicles motoritzats de quatre rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",9,"Dijous",2,"Nit","Si","No",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Rosselló / Sant Joan                              ","0127 0127",6,"Si",0,"No",0,"No",6,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Desobeir semafor",14,"No","Desconegut                                                                                                                                            ","No",2.167502145,41.400963212
"2023S001375    ","No","Si","In itínere","Home",21,"Conductors fins 29 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",9,"Dijous",6,"Matí","Si","Si",2,"Eixample",6,"la Sagrada Família",18505,"Aragó / Padilla                                   ","0477 0477",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",0,"No",1,"Si",1,"Si","Desobeir altres senyals",1,"Si","Desconegut                                                                                                                                            ","No",2.180008377,41.40353866
"2023S001376    ","Si","Si","Es desconeix","Dona",25,"Conductors fins 29 anys edat","Conductor","Veh. mobilitat personal amb motor","Vehicles sense permis de conduccio","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",9,"Dijous",9,"Matí","Si","Si",2,"Eixample",9,"la Nova Esquerra de l'Eixample",289105,"Rosselló / Comte d'Urgell                         ","0106 0106",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",0,"No",0,"No","Manca atencio a la conduccio",28,"No","Desconegut                                                                                                                                            ","No",2.150541557,41.388182352
"2023S001377    ","Si","Si","Es desconeix","Home",39,"Conductors d'entre 38 i 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",9,"Dijous",8,"Matí","Si","Si",2,"Eixample",9,"la Nova Esquerra de l'Eixample",245802,"París                                             ","0040 0044",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","No respectar distancies",11,"No","Desconegut                                                                                                                                            ","No",2.143004994,41.385786177
"2023S001378    ","No","Si","In itínere","Home",56,"Conductors majors de 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",9,"Dijous",10,"Matí","Si","Si",2,"Eixample",5,"el Fort Pienc",362409,"Lluís Companys                                    ","0001 0001",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",0,"No",2,"Si",0,"No","Manca atencio a la conduccio",5,"No","Desconegut                                                                                                                                            ","No",2.1795078,41.391184987
"2023S001379    ","Si","Si","Es desconeix","Dona",49,"Conductors d'entre 38 i 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",9,"Dijous",10,"Matí","Si","Si",5,"Sarria-Sant Gervasi",26,"Sant Gervasi - Galvany",28000,"Augusta                                           ","0202 0226",2,"Si",0,"No",0,"No",2,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Manca atencio a la conduccio",5,"No","Desconegut                                                                                                                                            ","No",2.139624062,41.397979019
"2023S001379    ","Si","Si","Es desconeix","Home",42,"Conductors d'entre 38 i 49 anys edat","Conductor","Turisme","Vehicles motoritzats de quatre rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",9,"Dijous",10,"Matí","Si","Si",5,"Sarria-Sant Gervasi",26,"Sant Gervasi - Galvany",28000,"Augusta                                           ","0202 0226",2,"Si",0,"No",0,"No",2,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Manca atencio a la conduccio",5,"No","Desconegut                                                                                                                                            ","No",2.139624062,41.397979019
"2023S001380    ","Si","Si","Es desconeix","Home",51,"Conductors majors de 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",9,"Dijous",12,"Matí","Si","Si",2,"Eixample",5,"el Fort Pienc",335100,"Tetuan                                            ","0036 0037",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",0,"No",1,"Si",1,"Si","No respectar distancies",14,"No","Desconegut                                                                                                                                            ","No",2.17644085,41.395127752
"2023S001381    ","No","No","Oci i entreteniment","Home",21,"Conductors fins 29 anys edat","Conductor","Bicicleta","Vehicles sense permis de conduccio","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",8,"Dimecres",21,"Tarda","Si","No",9,"Sant Andreu",60,"Sant Andreu",301109,"Coroleu / Palmeres                                ","0018 0018",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",0,"No",0,"No","No cedir la dreta",3,"Si","Desconegut                                                                                                                                            ","No",2.186500429,41.432968102
"2023S001382    ","No","Si","En missió","Home",19,"Conductors fins 29 anys edat","Conductor","Veh. mobilitat personal amb motor","Vehicles sense permis de conduccio","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",9,"Dijous",11,"Matí","Si","Si",10,"Sant Marti",72,"Sant Martí de Provençals",30409,"Bac de Roda / Guipúscoa                           ","0201 0201",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",0,"No",0,"No","No cedir la dreta",27,"No","Desconegut                                                                                                                                            ","No",2.194696433,41.414527519
"2023S001383    ","No","Si","In itínere","Home",48,"Conductors d'entre 38 i 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",10,"Divendres",12,"Matí","Si","Si",2,"Eixample",5,"el Fort Pienc",335100,"Diagonal                                          ","0036 0037",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",0,"No",1,"Si","No respectar distancies",27,"No","Desconegut                                                                                                                                            ","No",2.135776326,41.391020643
"2023S001384    ","Si","Si","Es desconeix","Dona",43,"Conductors d'entre 38 i 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",9,"Dijous",8,"Matí","Si","Si",4,"Les Corts",19,"les Corts",187207,"Madrid                                            ","0171 0177",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Manca atencio a la conduccio",19,"No","Desconegut                                                                                                                                            ","No",2.132861568,41.380799971
"2023S001385    ","No","Si","In itínere","Home",30,"Conductors entre 30 i 37 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",9,"Dijous",13,"Matí","Si","Si",4,"Les Corts",20,"la Maternitat i Sant Ramon",187207,"Madrid / Benavent                                 ","0049 0049",2,"Si",0,"No",0,"No",2,"Si",1,"No",0,"No",1,"Si",0,"No",0,"No","Manca atencio a la conduccio",12,"No","En pas regulat per semàfor                                                                                                                            ","Si",2.125742918,41.377501006
"2023S001387    ","Si","Si","Es desconeix","Home",38,"Conductors entre 30 i 37 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",9,"Dijous",15,"Tarda","Si","Si",6,"Gracia",32,"el Camp d'en Grassot i Gràcia Nova",321605,"Pau Alsina                                        ","0048 0048",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",0,"No",2,"Si",0,"No","Manca precaucio incorporacio circulacio",5,"No","Desconegut                                                                                                                                            ","No",2.164159938,41.408248402
"2023S001394    ","No","No","Altres activitats","Home",21,"Conductors fins 29 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Amb assistència sanitària en lloc d'accident","Ferit lleu","Amb assistencia sanitaria en lloc accident",2023,3,"Mars","Hivern",9,"Dijous",19,"Tarda","Si","No",2,"Eixample",7,"la Dreta de l'Eixample",100800,"Balmes / Diputació                                ","0232 0232",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Canvi de carril sense precaucio",2,"Si","Desconegut                                                                                                                                            ","No",2.16411538,41.38818287
"2023S001395    ","Si","No","Es desconeix","Home",32,"Conductors entre 30 i 37 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",9,"Dijous",22,"Nit","Si","No",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó / Balmes                                    ","0225 0225",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",0,"No",0,"No",2,"Si","Gir indegut o sense precaucio",2,"Si","Desconegut                                                                                                                                            ","No",2.16186964,41.389888424
"2023S001396    ","No","Si","In itínere","Home",45,"Conductors d'entre 38 i 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",9,"Dijous",23,"Nit","Si","No",5,"Sarria-Sant Gervasi",26,"Sant Gervasi - Galvany",32700,"Balmes                                            ","0341 0341",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",1,"Si",0,"No","Avancament defectuos/improcedent",2,"Si","Desconegut                                                                                                                                            ","No",2.142785045,41.403234328
"2023S001398    ","No","Si","In itínere","Home",54,"Conductors majors de 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",10,"Divendres",8,"Matí","Si","Si",5,"Sarria-Sant Gervasi",26,"Sant Gervasi - Galvany",143904,"General Mitre / Freixa                            ","0084 0084",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",1,"Si",0,"No","Desobeir altres senyals",35,"No","Desconegut                                                                                                                                            ","No",2.134139547,41.399337763
"2023S001399    ","Si","Si","Es desconeix","Dona",39,"Conductors d'entre 38 i 49 anys edat","Conductor","Bicicleta","Vehicles sense permis de conduccio","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",10,"Divendres",8,"Matí","Si","Si",2,"Eixample",6,"la Sagrada Família",178308,"Lepant / Rosselló                                 ","0314 0314",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Manca precaucio efectuar marxa enrera",13,"No","Desconegut                                                                                                                                            ","No",2.174418284,41.406141516
"2023S001400    ","No","Si","En missió","Dona",79,"Conductors majors de 49 anys edat","Conductor","Turisme","Vehicles motoritzats de quatre rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",10,"Divendres",10,"Matí","Si","Si",4,"Les Corts",19,"les Corts",320704,"Sarrià                                            ","0026 0026",2,"Si",0,"No",0,"No",2,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Manca atencio a la conduccio",16,"No","Desconegut                                                                                                                                            ","No",2.142902528,41.390732431
"2023S001400    ","No","Si","Transport professional de mercaderies","Home",34,"Conductors entre 30 i 37 anys edat","Conductor","Furgoneta","Vehicles motoritzats de quatre rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,3,"Mars","Hivern",10,"Divendres",10,"Matí","Si","Si",4,"Les Corts",19,"les Corts",320704,"Sarrià                                            ","0026 0026",2,"Si",0,"No",0,"No",2,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Manca atencio a la conduccio",16,"No","Desconegut                                                                                                                                            ","No",2.142902528,41.390732431
